sale_id;customer_id;product_id;sale_date;total;rating
4724;7;9;11/11/2024;30000;4
9638;7;4;29/06/2025;24000;5
9698;7;3;07/07/2025;22000;4
1619;7;11;28/05/2024;25000;5
2962;7;21;12/09/2024;65000;5
2991;7;22;13/09/2024;110000;4
4670;7;9;09/11/2024;30000;5
468;7;8;15/02/2024;30000;4
1828;7;27;15/06/2024;250000;4
1891;7;22;23/06/2024;110000;4
3012;7;22;14/09/2024;110000;4
10275;7;2;19/09/2025;20000;4
1908;7;25;26/06/2024;75000;4
3659;7;9;04/10/2024;30000;5
3845;7;4;11/10/2024;24000;4
639;8;26;01/03/2024;175000;5
1206;8;6;22/04/2024;27000;4
1493;8;15;16/05/2024;30000;4
4868;8;3;16/11/2024;22000;4
5978;8;14;24/12/2024;28000;4
8289;8;1;12/03/2025;18000;4
8309;8;3;12/03/2025;22000;5
8959;8;1;13/04/2025;18000;4
426;8;8;11/02/2024;30000;5
699;8;17;05/03/2024;27000;4
1704;8;13;04/06/2024;25000;4
3299;8;21;23/09/2024;65000;4
4242;8;2;26/10/2024;20000;5
4528;8;2;05/11/2024;20000;4
5216;8;10;28/11/2024;29000;4
6623;8;3;15/01/2025;22000;4
7185;8;2;05/02/2025;20000;5
1092;8;2;10/04/2024;20000;5
4723;8;9;11/11/2024;30000;5
4881;8;7;16/11/2024;29000;4
4919;8;3;18/11/2024;22000;5
5659;8;2;13/12/2024;20000;4
7040;8;3;30/01/2025;22000;4
8122;8;4;05/03/2025;24000;4
8433;8;4;16/03/2025;24000;5
1653;8;1;01/06/2024;18000;4
2660;8;24;02/09/2024;25000;4
3734;8;3;07/10/2024;22000;4
6525;8;2;12/01/2025;20000;4
8529;8;4;19/03/2025;24000;5
37;8;25;04/01/2024;75000;4
7326;8;1;10/02/2025;18000;5
71;9;2;09/01/2024;20000;4
2064;9;17;11/07/2024;27000;4
2283;9;21;30/07/2024;65000;4
4089;9;4;20/10/2024;24000;5
5761;9;4;17/12/2024;24000;4
5877;9;14;20/12/2024;28000;4
5914;9;14;22/12/2024;28000;4
6391;9;14;07/01/2025;28000;5
6780;9;1;21/01/2025;18000;5
7738;9;1;24/02/2025;18000;5
9574;9;1;22/06/2025;18000;4
10233;9;4;13/09/2025;24000;4
50;9;12;06/01/2024;22000;5
307;9;1;31/01/2024;18000;4
1152;9;28;15/04/2024;200000;5
1611;9;11;27/05/2024;25000;4
1696;9;5;04/06/2024;27000;4
2058;9;1;11/07/2024;18000;4
3304;9;22;23/09/2024;110000;5
5096;9;4;24/11/2024;24000;5
5160;9;11;26/11/2024;25000;4
5707;9;4;15/12/2024;24000;4
5920;9;14;22/12/2024;28000;5
6164;9;14;30/12/2024;28000;4
8530;9;4;19/03/2025;24000;4
9674;9;4;03/07/2025;24000;5
9775;9;3;18/07/2025;22000;5
756;9;22;10/03/2024;110000;5
1373;9;26;05/05/2024;175000;5
1381;9;12;06/05/2024;22000;5
4457;9;10;02/11/2024;29000;5
5350;9;3;02/12/2024;22000;4
2368;9;24;08/08/2024;25000;5
3183;9;24;19/09/2024;25000;4
3500;9;24;29/09/2024;25000;5
7689;9;2;22/02/2025;20000;5
9407;9;2;29/05/2025;20000;4
10311;9;3;23/09/2025;22000;5
4964;9;5;19/11/2024;27000;5
7563;9;4;17/02/2025;24000;4
127;9;19;15/01/2024;18000;4
383;9;4;07/02/2024;24000;5
519;9;11;20/02/2024;25000;4
2996;9;23;13/09/2024;55000;5
3182;9;23;19/09/2024;55000;4
3927;9;2;14/10/2024;20000;4
6890;9;2;25/01/2025;20000;4
7342;9;3;10/02/2025;22000;5
51;10;13;06/01/2024;25000;4
2224;10;7;25/07/2024;29000;5
3067;10;21;16/09/2024;65000;5
3926;10;2;14/10/2024;20000;4
4302;10;1;28/10/2024;18000;4
4598;10;5;07/11/2024;27000;5
8138;10;2;06/03/2025;20000;5
10243;10;3;14/09/2025;22000;5
187;10;26;20/01/2024;175000;4
990;10;1;02/04/2024;18000;4
1464;10;19;13/05/2024;18000;4
1754;10;17;08/06/2024;27000;5
2332;10;24;04/08/2024;25000;4
3165;10;21;19/09/2024;65000;5
3501;10;24;29/09/2024;25000;5
3528;10;24;30/09/2024;25000;4
4066;10;4;19/10/2024;24000;4
4304;10;3;28/10/2024;22000;4
5117;10;3;25/11/2024;22000;5
6477;10;14;10/01/2025;28000;4
7442;10;2;13/02/2025;20000;5
7771;10;2;25/02/2025;20000;5
8652;10;3;24/03/2025;22000;5
9890;10;3;03/08/2025;22000;5
2252;10;23;27/07/2024;55000;5
2827;10;21;08/09/2024;65000;4
3717;10;10;06/10/2024;29000;4
8125;10;1;06/03/2025;18000;4
9199;10;4;07/05/2025;24000;5
3901;10;2;13/10/2024;20000;4
10214;10;3;12/09/2025;22000;5
1534;10;18;19/05/2024;22000;5
2122;10;7;17/07/2024;29000;5
3615;10;2;03/10/2024;20000;4
4159;10;1;23/10/2024;18000;4
7836;10;3;27/02/2025;22000;4
8071;10;3;04/03/2025;22000;5
10260;10;4;17/09/2025;24000;4
59;10;6;07/01/2024;27000;5
1193;10;11;21/04/2024;25000;5
10076;10;2;24/08/2025;20000;4
1746;11;18;07/06/2024;22000;4
7261;11;1;08/02/2025;18000;5
8012;11;4;02/03/2025;24000;5
803;11;17;14/03/2024;27000;4
1364;11;18;04/05/2024;22000;4
1939;11;6;30/06/2024;27000;4
4499;11;2;04/11/2024;20000;5
5032;11;10;21/11/2024;29000;4
5071;11;4;23/11/2024;24000;5
5684;11;3;14/12/2024;22000;5
6182;11;14;31/12/2024;28000;5
7143;11;4;03/02/2025;24000;4
7174;11;1;05/02/2025;18000;4
7716;11;2;23/02/2025;20000;5
8695;11;4;25/03/2025;24000;5
9190;11;2;07/05/2025;20000;4
9503;11;2;12/06/2025;20000;4
10290;11;4;20/09/2025;24000;5
239;11;13;25/01/2024;25000;4
2573;11;24;28/08/2024;25000;5
3550;11;22;01/10/2024;110000;4
3592;11;9;02/10/2024;30000;5
3841;11;2;11/10/2024;20000;5
4798;11;11;13/11/2024;25000;5
5408;11;4;04/12/2024;24000;5
199;11;19;22/01/2024;18000;4
311;11;9;31/01/2024;30000;5
1952;11;13;01/07/2024;25000;5
5225;11;4;29/11/2024;24000;4
5345;11;2;02/12/2024;20000;4
8141;11;3;06/03/2025;22000;5
10304;11;1;22/09/2025;18000;5
1242;11;1;25/04/2024;18000;4
3199;11;21;20/09/2024;65000;5
3237;11;22;21/09/2024;110000;4
9262;11;4;13/05/2025;24000;4
2030;11;5;08/07/2024;27000;5
3188;11;24;19/09/2024;25000;4
4126;11;1;22/10/2024;18000;5
6368;11;14;06/01/2025;28000;4
44;12;14;05/01/2024;28000;4
1862;12;20;20/06/2024;22000;4
2805;12;24;07/09/2024;25000;4
4217;12;11;24/10/2024;25000;4
5944;12;14;22/12/2024;28000;4
6138;12;14;29/12/2024;28000;5
6976;12;2;28/01/2025;20000;5
7754;12;4;24/02/2025;24000;4
8192;12;2;08/03/2025;20000;5
8346;12;1;14/03/2025;18000;4
9701;12;1;08/07/2025;18000;5
852;12;8;19/03/2024;30000;4
862;12;19;20/03/2024;18000;4
967;12;8;31/03/2024;30000;5
1173;12;28;18/04/2024;200000;5
2478;12;24;19/08/2024;25000;5
2746;12;24;05/09/2024;25000;4
3502;12;24;29/09/2024;25000;5
6392;12;14;07/01/2025;28000;5
6621;12;2;15/01/2025;20000;5
6821;12;2;22/01/2025;20000;5
8378;12;1;15/03/2025;18000;5
8580;12;1;22/03/2025;18000;4
1148;12;17;15/04/2024;27000;5
2380;12;24;10/08/2024;25000;4
3352;12;21;25/09/2024;65000;4
3679;12;7;05/10/2024;29000;5
3773;12;9;08/10/2024;30000;4
3806;12;9;09/10/2024;30000;5
4251;12;5;26/10/2024;27000;5
4605;12;9;07/11/2024;30000;5
8270;12;2;11/03/2025;20000;5
126;12;16;15/01/2024;28000;5
495;12;3;17/02/2024;22000;4
541;12;3;22/02/2024;22000;4
1882;12;24;22/06/2024;25000;5
6209;12;14;01/01/2025;28000;5
6501;12;1;11/01/2025;18000;4
3480;12;21;29/09/2024;65000;5
4218;12;1;25/10/2024;18000;5
10322;12;2;25/09/2025;20000;5
6865;12;1;24/01/2025;18000;4
9722;12;2;10/07/2025;20000;4
1707;13;20;04/06/2024;22000;4
2931;13;24;10/09/2024;25000;4
2933;13;21;11/09/2024;65000;5
3156;13;24;18/09/2024;25000;4
3174;13;22;19/09/2024;110000;5
5273;13;10;30/11/2024;29000;4
5327;13;9;01/12/2024;30000;4
5972;13;14;23/12/2024;28000;4
6314;13;14;04/01/2025;28000;5
6481;13;14;10/01/2025;28000;5
6712;13;4;18/01/2025;24000;5
7729;13;4;23/02/2025;24000;5
9957;13;4;09/08/2025;24000;4
344;13;21;02/02/2024;65000;4
488;13;9;16/02/2024;30000;5
1906;13;2;26/06/2024;20000;5
2080;13;21;12/07/2024;65000;4
2998;13;24;13/09/2024;25000;5
3051;13;23;15/09/2024;55000;4
3234;13;22;21/09/2024;110000;5
3653;13;7;04/10/2024;29000;4
3718;13;10;06/10/2024;29000;5
3738;13;4;07/10/2024;24000;5
4420;13;11;01/11/2024;25000;4
4650;13;1;09/11/2024;18000;5
4846;13;5;15/11/2024;27000;4
4909;13;11;17/11/2024;25000;4
5110;13;11;24/11/2024;25000;4
5870;13;14;20/12/2024;28000;5
6457;13;14;09/01/2025;28000;4
8159;13;1;07/03/2025;18000;5
8178;13;1;08/03/2025;18000;4
8965;13;3;13/04/2025;22000;5
9413;13;2;30/05/2025;20000;4
9604;13;1;25/06/2025;18000;4
9869;13;4;31/07/2025;24000;4
752;13;17;10/03/2024;27000;4
1254;13;4;26/04/2024;24000;5
1584;13;17;24/05/2024;27000;4
1748;13;21;07/06/2024;65000;5
2835;13;22;08/09/2024;110000;5
3630;13;10;03/10/2024;29000;5
9949;13;4;08/08/2025;24000;4
4984;13;1;20/11/2024;18000;5
8849;13;2;31/03/2025;20000;4
9267;13;2;14/05/2025;20000;5
556;13;5;23/02/2024;27000;4
1932;13;8;29/06/2024;30000;5
7360;13;1;11/02/2025;18000;5
6283;13;14;03/01/2025;28000;4
122;14;24;14/01/2024;25000;5
2130;14;24;17/07/2024;25000;4
2739;14;24;05/09/2024;25000;4
2791;14;22;07/09/2024;110000;5
2967;14;22;12/09/2024;110000;4
3177;14;22;19/09/2024;110000;4
3453;14;22;28/09/2024;110000;5
5440;14;3;05/12/2024;22000;5
5469;14;10;06/12/2024;29000;5
7863;14;1;28/02/2025;18000;4
398;14;1;09/02/2024;18000;5
637;14;21;01/03/2024;65000;5
719;14;17;07/03/2024;27000;4
1090;14;27;09/04/2024;250000;4
1921;14;14;28/06/2024;28000;4
2002;14;21;05/07/2024;65000;4
2921;14;23;10/09/2024;55000;4
3217;14;24;20/09/2024;25000;4
3549;14;22;01/10/2024;110000;5
3629;14;10;03/10/2024;29000;4
4644;14;11;08/11/2024;25000;4
5133;14;11;25/11/2024;25000;4
5747;14;9;16/12/2024;30000;5
5751;14;1;17/12/2024;18000;5
6529;14;2;12/01/2025;20000;4
7483;14;4;14/02/2025;24000;5
1037;14;6;06/04/2024;27000;4
2567;14;24;28/08/2024;25000;4
3112;14;24;17/09/2024;25000;4
3847;14;4;11/10/2024;24000;5
4743;14;3;12/11/2024;22000;5
8599;14;3;22/03/2025;22000;5
3020;14;23;14/09/2024;55000;4
5644;14;7;12/12/2024;29000;4
7959;14;4;01/03/2025;24000;5
2296;14;2;01/08/2024;20000;4
1329;15;26;01/05/2024;175000;5
1667;15;4;02/06/2024;24000;5
2473;15;24;19/08/2024;25000;4
3240;15;22;21/09/2024;110000;4
6100;15;14;28/12/2024;28000;5
8191;15;2;08/03/2025;20000;5
584;15;9;25/02/2024;30000;4
612;15;15;27/02/2024;30000;4
1596;15;9;26/05/2024;30000;4
2158;15;10;20/07/2024;29000;5
2979;15;21;13/09/2024;65000;5
3197;15;21;20/09/2024;65000;5
8202;15;3;08/03/2025;22000;4
9047;15;2;22/04/2025;20000;4
9466;15;4;06/06/2025;24000;4
1057;15;24;07/04/2024;25000;5
1747;15;19;07/06/2024;18000;4
3282;15;23;22/09/2024;55000;5
4765;15;11;12/11/2024;25000;4
8564;15;3;21/03/2025;22000;4
998;15;16;02/04/2024;28000;5
2556;15;24;27/08/2024;25000;4
3207;15;22;20/09/2024;110000;5
6504;15;2;11/01/2025;20000;4
6832;15;1;23/01/2025;18000;5
7867;15;2;28/02/2025;20000;5
9782;15;3;19/07/2025;22000;5
393;15;18;08/02/2024;22000;4
1267;15;8;27/04/2024;30000;5
2775;15;24;06/09/2024;25000;4
8478;15;2;18/03/2025;20000;5
9552;15;2;18/06/2025;20000;4
5855;15;14;20/12/2024;28000;5
10328;15;2;25/09/2025;20000;5
1325;16;23;01/05/2024;55000;4
4390;16;2;01/11/2024;20000;5
4679;16;4;10/11/2024;24000;4
4686;16;6;10/11/2024;27000;4
6206;16;14;31/12/2024;28000;5
7527;16;2;16/02/2025;20000;5
7535;16;4;16/02/2025;24000;5
7549;16;2;17/02/2025;20000;4
7698;16;3;22/02/2025;22000;4
7864;16;2;28/02/2025;20000;4
10141;16;3;03/09/2025;22000;5
176;16;20;19/01/2024;22000;4
1648;16;16;31/05/2024;28000;4
2251;16;14;27/07/2024;28000;5
3694;16;11;05/10/2024;25000;4
4029;16;1;18/10/2024;18000;5
4662;16;7;09/11/2024;29000;4
4898;16;5;17/11/2024;27000;5
5365;16;8;02/12/2024;30000;4
5803;16;7;18/12/2024;29000;5
6737;16;3;19/01/2025;22000;5
8142;16;3;06/03/2025;22000;5
8352;16;2;14/03/2025;20000;5
9117;16;1;01/05/2025;18000;4
9772;16;2;18/07/2025;20000;4
681;16;15;04/03/2024;30000;4
2847;16;24;08/09/2024;25000;5
3194;16;24;19/09/2024;25000;4
4518;16;10;04/11/2024;29000;5
7790;16;4;25/02/2025;24000;5
10182;16;2;07/09/2025;20000;4
6580;16;3;13/01/2025;22000;4
2726;16;24;05/09/2024;25000;4
7184;16;2;05/02/2025;20000;4
9801;16;4;21/07/2025;24000;4
397;17;28;08/02/2024;200000;5
454;17;2;14/02/2024;20000;5
1214;17;22;22/04/2024;110000;4
3024;17;24;14/09/2024;25000;4
5976;17;14;24/12/2024;28000;5
6067;17;14;26/12/2024;28000;4
6157;17;14;30/12/2024;28000;4
6714;17;4;18/01/2025;24000;4
1494;17;17;16/05/2024;27000;4
2374;17;24;09/08/2024;25000;4
6745;17;1;20/01/2025;18000;4
7412;17;2;12/02/2025;20000;4
8698;17;1;26/03/2025;18000;4
23;17;9;03/01/2024;30000;4
373;17;9;06/02/2024;30000;5
788;17;12;13/03/2024;22000;5
2866;17;22;09/09/2024;110000;5
6387;17;14;07/01/2025;28000;5
3388;17;21;26/09/2024;65000;4
5364;17;8;02/12/2024;30000;4
6284;17;14;03/01/2025;28000;4
6602;17;3;14/01/2025;22000;4
6774;17;4;20/01/2025;24000;4
6842;17;2;23/01/2025;20000;5
10342;17;2;26/09/2025;20000;4
2177;17;15;21/07/2024;30000;5
4264;17;2;27/10/2024;20000;5
5015;17;4;21/11/2024;24000;5
8492;17;1;19/03/2025;18000;5
92;18;12;11/01/2024;22000;5
196;18;1;22/01/2024;18000;4
382;18;26;06/02/2024;175000;4
782;18;14;12/03/2024;28000;4
1614;18;21;27/05/2024;65000;5
1929;18;2;29/06/2024;20000;4
1953;18;13;01/07/2024;25000;5
2765;18;24;06/09/2024;25000;5
3442;18;21;28/09/2024;65000;5
5114;18;3;25/11/2024;22000;5
5196;18;1;28/11/2024;18000;5
6922;18;2;26/01/2025;20000;4
8048;18;4;03/03/2025;24000;5
8280;18;3;11/03/2025;22000;5
8382;18;2;15/03/2025;20000;4
9920;18;4;05/08/2025;24000;4
1718;18;22;05/06/2024;110000;5
1902;18;11;25/06/2024;25000;4
2483;18;24;19/08/2024;25000;5
2559;18;24;27/08/2024;25000;5
3405;18;24;26/09/2024;25000;5
3536;18;21;01/10/2024;65000;5
3973;18;8;15/10/2024;30000;5
8535;18;2;20/03/2025;20000;4
8766;18;3;28/03/2025;22000;5
647;18;8;02/03/2024;30000;5
1188;18;13;20/04/2024;25000;4
1741;18;3;07/06/2024;22000;5
3588;18;7;02/10/2024;29000;5
3702;18;3;06/10/2024;22000;4
3807;18;9;09/10/2024;30000;5
6057;18;14;26/12/2024;28000;5
9371;18;4;25/05/2025;24000;5
3015;18;22;14/09/2024;110000;4
7313;18;4;09/02/2025;24000;4
9222;18;3;09/05/2025;22000;5
1437;18;15;10/05/2024;30000;5
7311;18;4;09/02/2025;24000;5
7634;18;1;20/02/2025;18000;4
8164;18;2;07/03/2025;20000;4
8506;18;1;19/03/2025;18000;5
4706;18;11;10/11/2024;25000;5
26;19;16;03/01/2024;28000;5
206;19;6;23/01/2024;27000;4
1499;19;25;16/05/2024;75000;5
2601;19;24;31/08/2024;25000;5
6388;19;14;07/01/2025;28000;4
6710;19;3;18/01/2025;22000;4
10267;19;3;18/09/2025;22000;4
515;19;1;20/02/2024;18000;4
749;19;8;10/03/2024;30000;5
1434;19;13;10/05/2024;25000;5
3122;19;21;18/09/2024;65000;4
4594;19;2;07/11/2024;20000;4
5174;19;5;27/11/2024;27000;5
5578;19;1;10/12/2024;18000;4
8556;19;2;21/03/2025;20000;5
9592;19;2;23/06/2025;20000;4
2410;19;24;12/08/2024;25000;4
3225;19;21;21/09/2024;65000;4
6146;19;14;29/12/2024;28000;5
741;19;11;09/03/2024;25000;5
5477;19;3;07/12/2024;22000;5
6789;19;2;21/01/2025;20000;4
2036;19;21;08/07/2024;65000;4
4393;19;3;01/11/2024;22000;4
1407;19;23;08/05/2024;55000;4
8211;19;1;09/03/2025;18000;4
8315;19;4;12/03/2025;24000;5
8767;19;3;28/03/2025;22000;4
692;20;6;05/03/2024;27000;5
1608;20;28;26/05/2024;200000;5
2347;20;24;06/08/2024;25000;4
3705;20;4;06/10/2024;24000;5
4357;20;1;30/10/2024;18000;4
5701;20;11;14/12/2024;25000;4
7106;20;2;02/02/2025;20000;4
8972;20;3;14/04/2025;22000;4
9756;20;2;15/07/2025;20000;5
1127;20;27;13/04/2024;250000;5
7896;20;3;28/02/2025;22000;4
419;20;7;10/02/2024;29000;5
2613;20;24;01/09/2024;25000;5
3370;20;23;25/09/2024;55000;4
4108;20;2;21/10/2024;20000;4
5010;20;11;20/11/2024;25000;4
6449;20;14;09/01/2025;28000;4
7316;20;4;09/02/2025;24000;4
7346;20;3;10/02/2025;22000;5
2663;20;24;02/09/2024;25000;5
5001;20;8;20/11/2024;30000;4
6703;20;2;18/01/2025;20000;5
6924;20;2;26/01/2025;20000;4
